Exchange rate
About these rates
These rates are mid rates and are included here to be able to calculate an indicative total value for multi-currency accounts. The rates are explicitly not buy or sell rates.
Exchange Rates
Base Currency,Target Currency,Symbol,Currency Description,Exponent,Exchange Rate,Exchange Rate (Platform Settlement),Valid From
GBP,HTG,,Haitian Gourde,2,172.1268655703166,179.4439995318078,2026-07-08T02:00:00Z
GBP,HUF,Ft,Hungarian Forint,2,410.996898226722,428.46842628899157,2026-07-08T02:00:00Z
GBP,IDR,,Indonesian Rupiah,0,23714.751736407794,24722.86871305671,2026-07-08T02:00:00Z
GBP,ILS,₪,New Israeli Scheqel,2,4.018032422309358,4.188839468601861,2026-07-08T02:00:00Z
GBP,INR,₨,Indian Rupee,2,125.29235816702754,130.6185515304032,2026-07-08T02:00:00Z
GBP,IQD,,Iraqi Dinar,3,1728.3337687083747,1801.805447135249,2026-07-08T02:00:00Z
GBP,ISK,,Iceland Krona,2,166.05604588283487,173.1151085620647,2026-07-08T02:00:00Z
GBP,JMD,,Jamaican Dollar,2,208.9010269795751,217.7814350090712,2026-07-08T02:00:00Z
GBP,JOD,,Jordanian Dinar,3,0.9353822204014747,0.975145432199918,2026-07-08T02:00:00Z
GBP,JPY,¥,Japanese Yen,0,214.16500216538887,219.36739088195705,2026-07-08T02:00:00Z
GBP,KES,,Kenyan Shilling,2,170.52196547082576,177.77087493416047,2026-07-08T02:00:00Z
GBP,KGS,,Kyrgyzstan Som,2,115.37442710832795,120.2790080177913,2026-07-08T02:00:00Z
GBP,KHR,,Cambodia Riel,2,5355.449171885059,5583.1099666413065,2026-07-08T02:00:00Z
GBP,KMF,,Comoro Franc,0,568.928643296073,593.113869023234,2026-07-08T02:00:00Z
GBP,KRW,₩,South-Korean Won,0,2001.8680568853513,2086.967711125417,2026-07-08T02:00:00Z
GBP,KWD,,Kuwaiti Dinar,3,0.40908878094457773,0.4264791947094282,2026-07-08T02:00:00Z
GBP,KYD,,Cayman Islands Dollar,2,1.0818446772400068,1.1278340258676185,2026-07-08T02:00:00Z
GBP,KZT,8,Kazakhstani Tenge,2,620.8383379177152,647.2302510680635,2026-07-08T02:00:00Z
GBP,LAK,,Laos Kip,2,29759.690993152686,31024.779071808975,2026-07-08T02:00:00Z
GBP,LBP,£,Lebanese Pound,2,118144.98449113361,123167.34213144497,2026-07-08T02:00:00Z
GBP,LKR,₨,Sri Lanka Rupee,2,441.8002137297361,460.58119447533215,2026-07-08T02:00:00Z
GBP,LTL,,Lithunianian Litas,2,3.9929377889623687,4.16267805934336,2026-07-08T02:00:00Z
GBP,LVL,,Latvian Lats,2,0.8127423187218353,0.8472920934043425,2026-07-08T02:00:00Z
GBP,LYD,,Libyan Dinar,3,8.464552297536137,8.824381443787674,2026-07-08T02:00:00Z
GBP,MAD,,Moroccan Dirham,2,12.356100193129278,12.881359513080119,2026-07-08T02:00:00Z
GBP,MDL,,Moldovia Leu,2,23.048495581436175,24.028289928015447,2026-07-08T02:00:00Z
GBP,MKD,ден,Macedonian Denar,2,71.1772847193773,74.20303973781238,2026-07-08T02:00:00Z
GBP,MMK,,Myanmar Kyat,2,4834.313431263533,5039.820682390121,2026-07-08T02:00:00Z
GBP,MNT,,Mongolia Tugrik,2,4727.11921858723,4928.069630713408,2026-07-08T02:00:00Z
GBP,MOP,,Macau Pataca,2,10.657297594662609,11.11034060982033,2026-07-08T02:00:00Z
GBP,MRO,,Mauritania Ouguiya,1,526.6692807397436,549.058055831919,2026-07-08T02:00:00Z
GBP,MRU,,Mauritania Ouguiya,2,52.66692807397436,54.90580558319189,2026-07-08T02:00:00Z
GBP,MUR,,Mauritius Rupee,2,62.10690466436472,64.74707672499561,2026-07-08T02:00:00Z
GBP,MVR,,Maldives Rufiyaa,2,20.34388388833616,21.2087048633464,2026-07-08T02:00:00Z
GBP,MWK,,Malawi Kwacha,2,2281.102633815181,2378.072583835665,2026-07-08T02:00:00Z
GBP,MXN,$,Mexican Peso,2,23.097297126470416,24.079166032656406,2026-07-08T02:00:00Z
GBP,MYR,,Malaysian Ringgit,2,5.3861525136068344,5.615118511148826,2026-07-08T02:00:00Z
GBP,MZN,,Mozambican Metical,2,84.31114508105577,87.8952220986715,2026-07-08T02:00:00Z
GBP,NAD,$,Namibian Dollar,2,21.48013881898519,22.393262129103995,2026-07-08T02:00:00Z
GBP,NGN,&,Nigerian naira,2,1808.9046084157544,1885.8013630245214,2026-07-08T02:00:00Z
GBP,NIO,,Nicaragua Cordoba Oro,2,48.31908047053315,50.37313045004974,2026-07-08T02:00:00Z
GBP,NOK,,Norwegian Krone,2,12.927205477848656,13.241226663545383,2026-07-08T02:00:00Z
GBP,NPR,,Nepalese Rupee,2,200.46784245332705,208.98975478433894,2026-07-08T02:00:00Z
GBP,NZD,$,New Zealand Dollar,2,2.320501902030784,2.3768703692865922,2026-07-08T02:00:00Z
GBP,OMR,﷼,Rial Omani,3,0.5077326622578567,0.529316439398373,2026-07-08T02:00:00Z
GBP,PAB,,Panamanian Balboa,2,1.3193185462632409,1.3754029379060102,2026-07-08T02:00:00Z
GBP,PEN,S/.,Peruvian Nuevo Sol,2,4.483844326095862,4.674453092994674,2026-07-08T02:00:00Z
GBP,PGK,,New Guinea Kina,2,5.7987684204365895,6.045274770293206,2026-07-08T02:00:00Z
GBP,PHP,₱,Philippine Peso,2,81.26671504652658,84.72137297360565,2026-07-08T02:00:00Z
GBP,PKR,₨,Pakistan Rupee,2,367.03451208521096,382.6371937730438,2026-07-08T02:00:00Z
GBP,PLN,,New Polish Zloty,2,4.974982150172645,5.09583191900275,2026-07-08T02:00:00Z
GBP,PYG,,Paraguay Guarani,0,8018.95070942822,8359.837278047638,2026-07-08T02:00:00Z
GBP,QAR,﷼,Qatari Rial,2,4.803656346930415,5.007860361678469,2026-07-08T02:00:00Z
GBP,ROL,,Romanian Lei,2,60524.32375490139,63097.220108854686,2026-07-08T02:00:00Z
GBP,RON,,New Romanian Lei,2,6.052432375490138,6.309722010885468,2026-07-08T02:00:00Z
GBP,RSD,РСД,Serbian Dinar,2,135.71831099666414,141.48771288113772,2026-07-08T02:00:00Z
GBP,RUB,руб,Russian Ruble,2,100.92807116521331,105.2185357289167,2026-07-08T02:00:00Z
GBP,RWF,,Rwanda Franc,0,1933.9108068121964,2016.1215900977352,2026-07-08T02:00:00Z
GBP,SAR,﷼,Saudi Riyal,2,4.953125534031719,5.163683502077602,2026-07-08T02:00:00Z
GBP,SBD,,Solomon Island Dollar,2,10.694245683853222,11.14885936677006,2026-07-08T02:00:00Z
GBP,SCR,,Seychelles Rupee,2,19.43752817931761,20.263819863053783,2026-07-08T02:00:00Z
GBP,SEK,kr,Swedish Krone,2,12.78496400772517,13.095529935038334,2026-07-08T02:00:00Z
GBP,SGD,$,Singapore Dollar,2,1.7063194241236026,1.7477684789606132,2026-07-08T02:00:00Z
GBP,SHP,,St. Helena Pound,2,0.9891798181733481,1.031229972387195,2026-07-08T02:00:00Z
GBP,SKK,,Slovak Koruna,2,34.83875226780593,36.319751858137764,2026-07-08T02:00:00Z
GBP,SLE,Le,Sierra Leone Leone,2,32.079325569146135,33.4430215953649,2026-07-08T02:00:00Z
GBP,SLL,,Sierra Leone Leone,2,30074.545436179553,31353.018015450343,2026-07-08T02:00:00Z
GBP,SOS,,Somalia Shilling,2,753.9911563176684,786.0434119506058,2026-07-08T02:00:00Z
GBP,SRD,Sr$,Surinamese dollar,2,49.71258430385673,51.825872300579384,2026-07-08T02:00:00Z
GBP,STD,,Sao Tome & Principe Dobra,2,28633.07683085386,29850.2724046351,2026-07-08T02:00:00Z
GBP,STN,,Sao Tome & Principe Dobra,2,28.633076830853863,29.850272404635103,2026-07-08T02:00:00Z
GBP,SVC,₡,El Salvador Colón,2,11.544051735237314,12.0347907766138,2026-07-08T02:00:00Z
GBP,SZL,,Swaziland Lilangeni,2,21.48013881898519,22.393262129103995,2026-07-08T02:00:00Z
GBP,THB,฿,Thai Baht,2,44.02564312050096,45.89717855679756,2026-07-08T02:00:00Z
GBP,TND,,Tunisian Dinar,3,3.8990931117223613,4.064844033475741,2026-07-08T02:00:00Z
GBP,TOP,,Tonga Pa’anga,2,3.168978053490958,3.3036916954409783,2026-07-08T02:00:00Z
GBP,TRY,₤,New Turkish Lira,2,61.815020541932455,64.44278457306724,2026-07-08T02:00:00Z
GBP,TTD,,Trinidad & Tobago Dollar,2,8.899863756071866,9.278198045297593,2026-07-08T02:00:00Z
GBP,TWD,元,New Taiwan Dollar,2,42.43259647685374,44.236411306841454,2026-07-08T02:00:00Z
GBP,TZS,,Tanzanian Shilling,2,3483.003564113068,3631.066468660385,2026-07-08T02:00:00Z
GBP,UAH,,Ukraine Hryvnia,2,58.554799789313506,61.04397144027622,2026-07-08T02:00:00Z
GBP,UGX,,Uganda Shilling,0,4818.152198279393,5022.972433428922,2026-07-08T02:00:00Z
GBP,USD,$,US Dollars,2,1.3193185462632409,1.351366770059109,2026-07-08T02:00:00Z
GBP,UYU,₱,Peso Uruguayo,2,53.03265055305202,55.28707496927488,2026-07-08T02:00:00Z
GBP,UZS,som,Uzbekistani Som,2,15859.95040112366,16534.158818985194,2026-07-08T02:00:00Z
GBP,VND,₫,Vietnamese New Dong,0,34692.80135986422,36167.59655937262,2026-07-08T02:00:00Z
GBP,VUV,,Vanuatu Vatu,0,157.29645765786853,163.98314917773746,2026-07-08T02:00:00Z
GBP,WST,,Samoan Tala,2,3.6475107391584243,3.802566863697548,2026-07-08T02:00:00Z
GBP,XAF,,CFA Franc BEAC,0,758.5714472991162,790.8184116579855,2026-07-08T02:00:00Z
GBP,XCD,EC$,East Carribean Dollar,2,3.5621658570843326,3.7135939603207113,2026-07-08T02:00:00Z
GBP,XCG,Cg,Caribbean Guilder,2,2.36161315620062,2.4620056183063146,2026-07-08T02:00:00Z
GBP,XOF,,CFA Franc BCEAO,0,758.5714472991162,790.8184116579855,2026-07-08T02:00:00Z
GBP,XPF,,CFP Franc,0,137.9993206531281,143.86568853514368,2026-07-08T02:00:00Z
GBP,YER,,Yemeni Rial,2,314.61141827120036,327.9855878738222,2026-07-08T02:00:00Z
GBP,ZAR,R,South African Rand,2,21.48013881898519,22.00192356762451,2026-07-08T02:00:00Z
GBP,ZMK,,Zambia Kwacha,2,24308.489026745476,25341.845847720488,2026-07-08T02:00:00Z
GBP,ZMW,,Zambian Kwacha,2,24.308489026745477,25.341845847720485,2026-07-08T02:00:00Z
GEL,AED,,UAE Dirham,2,1.3535161687814299,1.4372388183967761,2026-07-08T02:00:00Z
GEL,ALL,L,Albanian Lek,2,30.3311314816665,32.20728394445,2026-07-08T02:00:00Z
GEL,AMD,,Armenian Dram,2,134.5472408165984,142.8697505578313,2026-07-08T02:00:00Z
GEL,AOA,,Angolan kwanza,2,337.9543057914544,358.85869584041035,2026-07-08T02:00:00Z
GEL,ARS,$,Nuevo Argentine Peso,2,549.866969227695,583.8793590768308,2026-07-08T02:00:00Z
GEL,AUD,A$,Australian Dollar,2,0.5314696772904386,0.5544817664102307,2026-07-08T02:00:00Z
GEL,AWG,,Aruban Guilder,2,0.6597014353748293,0.7005077097279117,2026-07-08T02:00:00Z
GEL,AZN,man,Azerbaijani manat,2,0.6267026342958004,0.6654677456955407,2026-07-08T02:00:00Z
GEL,BAM,,Bosnia and Herzegovina Convertible Marks,2,0.6318067072967662,0.6708875345522364,2026-07-08T02:00:00Z
GEL,BBD,,Barbados Dollar,2,0.7370862890065607,0.7826792553368634,2026-07-08T02:00:00Z
GEL,BDT,,Bangladesh Taka,2,45.40452509408199,48.21305241948913,2026-07-08T02:00:00Z
GEL,BGN,,New Bulgarian Lev,2,0.6318067072967662,0.6708875345522364,2026-07-08T02:00:00Z
GEL,BHD,,Bahraini Dinar,3,0.1388760115895694,0.14746628034768708,2026-07-08T02:00:00Z
GEL,BMD,,Bermudian Dollar,2,0.36854314450328035,0.3913396276684317,2026-07-08T02:00:00Z
GEL,BND,,Brunei Dollar,2,0.476649348919306,0.5061328138009126,2026-07-08T02:00:00Z
GEL,BOB,,Bolivia Boliviano,2,3.6321423385619607,3.8568109368235257,2026-07-08T02:00:00Z
GEL,BRL,R$,Brazilian Real,2,1.9011379758217606,2.018734139274653,2026-07-08T02:00:00Z
GEL,BSD,,Bahamian Dollar,2,0.36854314450328035,0.3913396276684317,2026-07-08T02:00:00Z
GEL,BTN,Nu.,Bhutan Ngultrum,2,34.99961384753721,37.164538415426115,2026-07-08T02:00:00Z
GEL,BWP,,Botswana Pula,2,5.194847970160189,5.516178772438139,2026-07-08T02:00:00Z
GEL,BYN,Br,Belarusian Ruble,2,1.0632462450461253,1.1290140540180504,2026-07-08T02:00:00Z
GEL,BYR,Br,Belarusian Ruble,0,10632.462450461251,11290.140540180506,2026-07-08T02:00:00Z
GEL,BZD,,Belize Dollar,2,0.7370862890065607,0.7826792553368634,2026-07-08T02:00:00Z
GEL,CAD,$,Canadian Dollar,2,0.5234097645452426,0.5460728677523562,2026-07-08T02:00:00Z
GEL,CHF,,Swiss Franc,2,0.2980875545342525,0.3109944383388284,2026-07-08T02:00:00Z
GEL,CLP,$,Chilean Peso,2,342.6271976887468,363.82063259732905,2026-07-08T02:00:00Z
GEL,CNY,¥,Yuan Renminbi,2,2.504484630499217,2.659401205581643,2026-07-08T02:00:00Z
GEL,COP,₱,Colombian Peso,2,1225.2218858027773,1301.0088065740833,2026-07-08T02:00:00Z
GEL,CRC,,Costa Rican Colon,2,166.58161438039096,176.88563176474506,2026-07-08T02:00:00Z
GEL,CUP,,Cuban Peso,2,8.84503546807873,9.392151064042363,2026-07-08T02:00:00Z
GEL,CVE,,Cape Verdi Escudo,0,35.796617430978785,38.010841189596036,2026-07-08T02:00:00Z
GEL,CZK,,Czech Koruna,2,7.829098811070035,8.3133729643321,2026-07-08T02:00:00Z
GEL,DJF,,Djibouti Franc,0,65.62834347420656,69.68782863755953,2026-07-08T02:00:00Z
GEL,DKK,kr,Danish Krone,2,2.414856462517068,2.519417257801312,2026-07-08T02:00:00Z
GEL,DOP,,Dominican Republic Peso,2,21.71826672661272,23.06166466846505,2026-07-08T02:00:00Z
GEL,DZD,,Algerian Dinar,2,49.030193659040194,52.062989143104545,2026-07-08T02:00:00Z
GEL,EEK,,Estonian Krone,2,5.05451826689313,5.3671688813401275,2026-07-08T02:00:00Z
GEL,EGP,£,Egyptian Pound,2,17.988594598194958,19.10129117127918,2026-07-08T02:00:00Z
GEL,ETB,,Ethiopian Birr,2,58.58362923368968,62.20735887701069,2026-07-08T02:00:00Z
GEL,EUR,€,Euro,2,0.3230425949978353,0.33703000632763847,2026-07-08T02:00:00Z
GEL,FJD,$,Fiji Dollar,2,0.8334821993539147,0.8850377993139508,2026-07-08T02:00:00Z
GEL,FKP,,Falkland Islands Pound,2,0.2755565849678623,0.29260132218236923,2026-07-08T02:00:00Z
GEL,GBP,£,Pound Sterling,2,0.27599144103640055,0.2879415859060179,2026-07-08T02:00:00Z
GEL,GEL,,Georgian Lari,2,1.0,1.0,2026-07-08T02:00:00Z
GEL,GHC,,Ghanaian Cedi (2nd),0,41921.722116761586,44514.81833016952,2026-07-08T02:00:00Z
GEL,GHS,GH₵,Ghanaian Cedi (3rd),2,4.192172211676158,4.451481833016952,2026-07-08T02:00:00Z
GEL,GIP,,Gibraltar Pound,2,0.2755565849678623,0.29260132218236923,2026-07-08T02:00:00Z
GEL,GMD,,Gambia Delasi,2,27.087993805574982,28.763539814167252,2026-07-08T02:00:00Z
GEL,GNF,,Guinea Franc,0,3232.340833416592,3432.2794416691645,2026-07-08T02:00:00Z
GEL,GTQ,,Guatemala Quetzal,2,2.8085484730409305,2.982273120857895,2026-07-08T02:00:00Z
GEL,GYD,,Guyanese Dollar,2,77.09191747593833,81.86048969094482,2026-07-08T02:00:00Z
GEL,HKD,$,Hong Kong Dollar,2,2.8903267059646316,3.015474872614647,2026-07-08T02:00:00Z
GEL,HNL,,Honduras Lempira,2,9.865914676790888,10.476177440303728,2026-07-08T02:00:00Z
GEL,HRK,,Croatia Kuna,2,2.43396443201119,2.5845189329603357,2026-07-08T02:00:00Z
GEL,HTG,,Haitian Gourde,2,48.0825320544843,51.05670929496787,2026-07-08T02:00:00Z
GEL,HUF,Ft,Hungarian Forint,2,114.80933826223065,121.91094681453359,2026-07-08T02:00:00Z
GEL,IDR,,Indonesian Rupiah,0,6624.563264728411,7034.330064608519,2026-07-08T02:00:00Z
GEL,ILS,₪,New Israeli Scheqel,2,1.1224114963199785,1.191839011556266,2026-07-08T02:00:00Z
GEL,INR,₨,Indian Rupee,2,34.99961384753721,37.164538415426115,2026-07-08T02:00:00Z
GEL,IQD,,Iraqi Dinar,3,482.798914390382,512.6627647650448,2026-07-08T02:00:00Z
GEL,ISK,,Iceland Krona,2,46.38668764778366,49.25596729610018,2026-07-08T02:00:00Z
GEL,JMD,,Jamaican Dollar,2,58.35515735837746,61.96475472075132,2026-07-08T02:00:00Z
GEL,JOD,,Jordanian Dinar,3,0.2612930029639991,0.27745545675558664,2026-07-08T02:00:00Z
GEL,JPY,¥,Japanese Yen,0,59.82561494654811,62.41600239784194,2026-07-08T02:00:00Z
GEL,KES,,Kenyan Shilling,2,47.6342135411463,50.58065973956773,2026-07-08T02:00:00Z
GEL,KGS,,Kyrgyzstan Som,2,32.22910364005728,34.22265644253505,2026-07-08T02:00:00Z
GEL,KHR,,Cambodia Riel,2,1496.0102574349753,1588.546974389716,2026-07-08T02:00:00Z
GEL,KMF,,Comoro Franc,0,158.92655476737605,168.75706330968796,2026-07-08T02:00:00Z
GEL,KRW,₩,South-Korean Won,0,559.2089572717888,593.799202051487,2026-07-08T02:00:00Z
GEL,KWD,,Kuwaiti Dinar,3,0.11427631798048424,0.12134495620608121,2026-07-08T02:00:00Z
GEL,KYD,,Cayman Islands Dollar,2,0.3022063476204749,0.3208995237619476,2026-07-08T02:00:00Z
GEL,KZT,8,Kazakhstani Tenge,2,173.42719385886033,184.15464914909916,2026-07-08T02:00:00Z
GEL,LAK,,Laos Kip,2,8313.178139674294,8827.395344190229,2026-07-08T02:00:00Z
GEL,LBP,£,Lebanese Pound,2,33003.04101308822,35044.466230392645,2026-07-08T02:00:00Z
GEL,LKR,₨,Sri Lanka Rupee,2,123.41404619176076,131.04790471908618,2026-07-08T02:00:00Z
GEL,LTL,,Lithunianian Litas,2,1.1154014720085255,1.1843953774935891,2026-07-08T02:00:00Z
GEL,LVL,,Latvian Lats,2,0.22703433576447865,0.24107769673960103,2026-07-08T02:00:00Z
GEL,LYD,,Libyan Dinar,3,2.364518204782362,2.5107770628101376,2026-07-08T02:00:00Z
GEL,MAD,,Moroccan Dirham,2,3.4515970626436205,3.6650979118793083,2026-07-08T02:00:00Z
GEL,MDL,,Moldovia Leu,2,6.438448895993606,6.836703466879808,2026-07-08T02:00:00Z
GEL,MKD,ден,Macedonian Denar,2,19.882916375262266,21.112787491257873,2026-07-08T02:00:00Z
GEL,MMK,,Myanmar Kyat,2,1350.4343424251506,1433.9663636060877,2026-07-08T02:00:00Z
GEL,MNT,,Mongolia Tugrik,2,1320.4903290372,1402.1701432044492,2026-07-08T02:00:00Z
GEL,MOP,,Macau Pataca,2,2.9770474905918007,3.1611947580510877,2026-07-08T02:00:00Z
GEL,MRO,,Mauritania Ouguiya,1,147.12167382688915,156.22198354814003,2026-07-08T02:00:00Z
GEL,MRU,,Mauritania Ouguiya,2,14.712167382688913,15.622198354814001,2026-07-08T02:00:00Z
GEL,MUR,,Mauritius Rupee,2,17.349164085656245,18.422308255903022,2026-07-08T02:00:00Z
GEL,MVR,,Maldives Rufiyaa,2,5.682933026942418,6.034454657474939,2026-07-08T02:00:00Z
GEL,MWK,,Malawi Kwacha,2,637.2113391281181,676.6264735071769,2026-07-08T02:00:00Z
GEL,MXN,$,Mexican Peso,2,6.452081293502515,6.851179105471743,2026-07-08T02:00:00Z
GEL,MYR,,Malaysian Ringgit,2,1.5045870383321676,1.5976542778166318,2026-07-08T02:00:00Z
GEL,MZN,,Mozambican Metical,2,23.551775735171677,25.008586605388484,2026-07-08T02:00:00Z
GEL,NAD,$,Namibian Dollar,2,6.000338528657541,6.3714934891930595,2026-07-08T02:00:00Z
GEL,NGN,&,Nigerian naira,2,505.3058598927632,536.5618924634496,2026-07-08T02:00:00Z
GEL,NIO,,Nicaragua Cordoba Oro,2,13.497624138275553,14.332528724148267,2026-07-08T02:00:00Z
GEL,NOK,,Norwegian Krone,2,3.6111316481833016,3.7674899257335066,2026-07-08T02:00:00Z
GEL,NPR,,Nepalese Rupee,2,55.999401538615245,59.463282046158454,2026-07-08T02:00:00Z
GEL,NZD,$,New Zealand Dollar,2,0.6482172711226563,0.6762844106970394,2026-07-08T02:00:00Z
GEL,OMR,﷼,Rial Omani,3,0.14183185133379958,0.150604955540014,2026-07-08T02:00:00Z
GEL,PAB,,Panamanian Balboa,2,0.36854314450328035,0.3913396276684317,2026-07-08T02:00:00Z
GEL,PEN,S/.,Peruvian Nuevo Sol,2,1.2525330535851067,1.3300093249408866,2026-07-08T02:00:00Z
GEL,PGK,,New Guinea Kina,2,1.6198486362273954,1.7200454590868222,2026-07-08T02:00:00Z
GEL,PHP,₱,Philippine Peso,2,22.70133379958038,24.10554001398741,2026-07-08T02:00:00Z
GEL,PKR,₨,Pakistan Rupee,2,102.5287286442202,108.8707118593266,2026-07-08T02:00:00Z
GEL,PLN,,New Polish Zloty,2,1.3897292436806872,1.4499030872215006,2026-07-08T02:00:00Z
GEL,PYG,,Paraguay Guarani,0,2240.042269124455,2378.6015847404005,2026-07-08T02:00:00Z
GEL,QAR,﷼,Qatari Rial,2,1.341870483231758,1.4248727811636195,2026-07-08T02:00:00Z
GEL,ROL,,Romanian Lei,2,16907.080294401705,17952.87907549872,2026-07-08T02:00:00Z
GEL,RON,,New Romanian Lei,2,1.6907080294401706,1.7952879075498718,2026-07-08T02:00:00Z
GEL,RSD,РСД,Serbian Dinar,2,37.9120366669997,40.25711110000999,2026-07-08T02:00:00Z
GEL,RUB,руб,Russian Ruble,2,28.193607086955073,29.937541545941986,2026-07-08T02:00:00Z
GEL,RWF,,Rwanda Franc,0,540.2255368501683,573.6415494388384,2026-07-08T02:00:00Z
GEL,SAR,﷼,Saudi Riyal,2,1.3836237386352284,1.469208712159057,2026-07-08T02:00:00Z
GEL,SBD,,Solomon Island Dollar,2,2.987368701501982,3.172154394378393,2026-07-08T02:00:00Z
GEL,SCR,,Seychelles Rupee,2,5.429748393112866,5.765609118460053,2026-07-08T02:00:00Z
GEL,SEK,kr,Swedish Krone,2,3.571397408998568,3.7260352349552073,2026-07-08T02:00:00Z
GEL,SGD,$,Singapore Dollar,2,0.476649348919306,0.4972877743364306,2026-07-08T02:00:00Z
GEL,SHP,,St. Helena Pound,2,0.27632101564958206,0.29341303723615414,2026-07-08T02:00:00Z
GEL,SKK,,Slovak Koruna,2,9.731981216904787,10.333959436507145,2026-07-08T02:00:00Z
GEL,SLE,Le,Sierra Leone Leone,2,8.9611531288507,9.515451260532188,2026-07-08T02:00:00Z
GEL,SLL,,Sierra Leone Leone,2,8401.130701868318,8920.788271056052,2026-07-08T02:00:00Z
GEL,SOS,,Somalia Shilling,2,210.62257668098712,223.6507773004296,2026-07-08T02:00:00Z
GEL,SRD,Sr$,Surinamese dollar,2,13.886890465247943,14.745873380624106,2026-07-08T02:00:00Z
GEL,STD,,Sao Tome & Principe Dobra,2,7998.465724547906,8493.216181736436,2026-07-08T02:00:00Z
GEL,STN,,Sao Tome & Principe Dobra,2,7.998465724547907,8.493216181736438,2026-07-08T02:00:00Z
GEL,SVC,₡,El Salvador Colón,2,3.2247565524361406,3.424226029906418,2026-07-08T02:00:00Z
GEL,SZL,,Swaziland Lilangeni,2,6.000338528657541,6.3714934891930595,2026-07-08T02:00:00Z
GEL,THB,฿,Thai Baht,2,12.298280047956839,13.058998401438705,2026-07-08T02:00:00Z
GEL,TND,,Tunisian Dinar,3,1.0891865654244512,1.156558930296067,2026-07-08T02:00:00Z
GEL,TOP,,Tonga Pa’anga,2,0.885233623072568,0.9399903420255104,2026-07-08T02:00:00Z
GEL,TRY,₤,New Turkish Lira,2,17.26762813467879,18.335728844040364,2026-07-08T02:00:00Z
GEL,TTD,,Trinidad & Tobago Dollar,2,2.4861196589735903,2.6399002564358747,2026-07-08T02:00:00Z
GEL,TWD,元,New Taiwan Dollar,2,11.853272721217571,12.586464848303194,2026-07-08T02:00:00Z
GEL,TZS,,Tanzanian Shilling,2,972.9546283344989,1033.137388850035,2026-07-08T02:00:00Z
GEL,UAH,,Ukraine Hryvnia,2,16.35690645086089,17.368673860192494,2026-07-08T02:00:00Z
GEL,UGX,,Uganda Shilling,0,1345.9198060079261,1429.172577513571,2026-07-08T02:00:00Z
GEL,USD,$,US Dollars,2,0.36854314450328035,0.3845006827188863,2026-07-08T02:00:00Z
GEL,UYU,₱,Peso Uruguayo,2,14.81432960335698,15.730679888100711,2026-07-08T02:00:00Z
GEL,UZS,som,Uzbekistani Som,2,4430.375066773237,4704.418885336531,2026-07-08T02:00:00Z
GEL,VND,₫,Vietnamese New Dong,0,9691.210770140207,10290.667106437539,2026-07-08T02:00:00Z
GEL,VUV,,Vanuatu Vatu,0,43.93975305558331,46.65767592500083,2026-07-08T02:00:00Z
GEL,WST,,Samoan Tala,2,1.0189086488826722,1.0819339261331469,2026-07-08T02:00:00Z
GEL,XAF,,CFA Franc BEAC,0,211.90205148699505,225.00939487794318,2026-07-08T02:00:00Z
GEL,XCD,EC$,East Carribean Dollar,2,0.995068105371832,1.0566187098278217,2026-07-08T02:00:00Z
GEL,XCG,Cg,Caribbean Guilder,2,0.6597014353748293,0.7005077097279117,2026-07-08T02:00:00Z
GEL,XOF,,CFA Franc BCEAO,0,211.90205148699505,225.00939487794318,2026-07-08T02:00:00Z
GEL,XPF,,CFP Franc,0,38.549222033503185,40.93370999433843,2026-07-08T02:00:00Z
GEL,YER,,Yemeni Rial,2,87.8846747926866,93.32084024378061,2026-07-08T02:00:00Z
GEL,ZAR,R,South African Rand,2,6.000338528657541,6.260147001032404,2026-07-08T02:00:00Z
GEL,ZMK,,Zambia Kwacha,2,6790.419955373497,7210.445931994539,2026-07-08T02:00:00Z
GEL,ZMW,,Zambian Kwacha,2,6.790419955373498,7.210445931994538,2026-07-08T02:00:00Z
GHC,AED,,UAE Dirham,2,3.131814766724589E-5,3.3255352677590995E-5,2026-07-08T02:00:00Z
GHC,ALL,L,Albanian Lek,2,7.018127131149751E-4,7.452238087715716E-4,2026-07-08T02:00:00Z
GHC,AMD,,Armenian Dram,2,0.003113202821883079,0.0033057720685974964,2026-07-08T02:00:00Z
GHC,AOA,,Angolan kwanza,2,0.007819709211961023,0.0083034025652782,2026-07-08T02:00:00Z
GHC,ARS,$,Nuevo Argentine Peso,2,0.012723021221916984,0.013510012225334529,2026-07-08T02:00:00Z
GHC,AUD,A$,Australian Dollar,2,1.229733801335424E-5,1.2829800071664426E-5,2026-07-08T02:00:00Z
GHC,AWG,,Aruban Guilder,2,1.5264410906863214E-5,1.6208601272236198E-5,2026-07-08T02:00:00Z
GHC,AZN,man,Azerbaijani manat,2,1.450087268776272E-5,1.539783388494392E-5,2026-07-08T02:00:00Z
GHC,BAM,,Bosnia and Herzegovina Convertible Marks,2,1.4618972578724912E-5,1.552323892380068E-5,2026-07-08T02:00:00Z
GHC,BBD,,Barbados Dollar,2,1.7054969696736184E-5,1.8109916275915746E-5,2026-07-08T02:00:00Z
GHC,BDT,,Bangladesh Taka,2,0.0010505863575592483,0.001115571080707243,2026-07-08T02:00:00Z
GHC,BGN,,New Bulgarian Lev,2,1.4618972578724912E-5,1.552323892380068E-5,2026-07-08T02:00:00Z
